Price,ID,Eye Colour,Fur,Pattern,Eye Shape,Accent Color,Highlight Color,Mouth,Base Color,Wild Element,Likes,Cooldown,gen
0.0033,953124,strawberry,selkirk,spangled,chronic,emeraldgreen,skyblue,happygokitty,shadowgrey,,0,Plodding Cooldown ,13
0.0033,1222554,sapphire,sphynx,totesbasic,wonky,sandalwood,royalpurple,pouty,verdigris,dragontail,1,Brisk Cooldown ,12
0.0033,1373020,cyan,savannah,razzledazzle,buzzed,purplehaze,barkbrown,gerbil,harbourfog,,0,Snappy Cooldown ,9
0.0033,1030773,dahlia,pixiebob,jaguar,wiley,purplehaze,universe,belch,greymatter,,0,Brisk Cooldown ,10
0.0033,1398728,olive,birman,spock,wonky,belleblue,scarlet,wuvme,bananacream,,0,Snappy Cooldown ,9
0.0034,1341002,mintgreen,sphynx,spock,thicccbrowz,morningglory,skyblue,dali,aquamarine,,1,Swift Cooldown ,5
0.0034,1254853,sizzurp,sphynx,rascal,slyboots,emeraldgreen,peppermint,happygokitty,nachocheez,,0,Snappy Cooldown ,6
0.0034,1183123,chestnut,siberian,camo,crazy,icy,barkbrown,soserious,martian,,0,Brisk Cooldown ,12
0.0034,1308068,mintgreen,birman,luckystripe,swarley,shale,lemonade,whixtensions,hotcocoa,dragonwings,0,Snappy Cooldown ,7
0.0034,1254647,parakeet,toyger,amur,crazy,belleblue,peppermint,pouty,bananacream,,0,Snappy Cooldown ,7
0.0034,1397057,parakeet,ragdoll,spangled,asif,morningglory,swampgreen,rollercoaster,shadowgrey,,0,Swift Cooldown ,3
0.0034,1397210,eclipse,savannah,totesbasic,wiley,sandalwood,scarlet,wuvme,tundra,,1,Swift Cooldown ,3
0.0034,1367071,sapphire,selkirk,razzledazzle,stunned,azaleablush,barkbrown,rollercoaster,tundra,,0,Brisk Cooldown ,10
0.0035,1339174,chestnut,chantilly,totesbasic,simple,sully,egyptiankohl,saycheese,koala,,0,Snappy Cooldown ,9
0.0035,1321454,topaz,siberian,amur,wonky,frosting,violet,saycheese,bananacream,,0,Brisk Cooldown ,10
0.0035,502714,sapphire,selkirk,spangled,chronic,peach,swampgreen,beard,verdigris,elk,0,Sluggish Cooldown ,8
0.0035,1023207,gold,koladiviya,amur,wiley,shale,swampgreen,happygokitty,cinderella,daemonwings,1,Brisk Cooldown ,11
0.0035,1338944,thundergrey,selkirk,ganado,wiley,sully,swampgreen,gerbil,bananacream,,0,Brisk Cooldown ,11
0.0035,1183337,dahlia,sphynx,camo,wiley,emeraldgreen,rosequartz,confuzzled,salmon,,0,Snappy Cooldown ,9
0.0035,1311175,forgetmenot,pixiebob,luckystripe,simple,kalahari,rosequartz,pouty,cottoncandy,,2,Brisk Cooldown ,13
0.0035,499045,mintgreen,ragdoll,spangled,googly,icy,swampgreen,happygokitty,verdigris,elk,3,Plodding Cooldown ,7
0.0035,1303500,chestnut,norwegianforest,calicool,wonky,emeraldgreen,lemonade,pouty,aquamarine,,0,Snappy Cooldown ,7
0.0035,1034114,sapphire,birman,amur,thicccbrowz,icy,wolfgrey,saycheese,dragonfruit,,0,Brisk Cooldown ,10
0.0035,1309096,thundergrey,mainecoon,amur,crazy,granitegrey,lilac,happygokitty,cottoncandy,,0,Snappy Cooldown ,6
0.0035,1196927,mintgreen,ragamuffin,calicool,crazy,morningglory,coffee,saycheese,cottoncandy,,0,Swift Cooldown ,3
0.0035,917706,cyan,selkirk,tiger,crazy,peach,skyblue,grim,cinderella,,0,Sluggish Cooldown ,2
0.0035,1144453,sizzurp,selkirk,spangled,crazy,purplehaze,lemonade,cheeky,nachocheez,,0,Brisk Cooldown ,3
0.0036,1328557,twilightsparkle,ragdoll,tiger,wonky,sully,royalpurple,grim,koala,,0,Plodding Cooldown ,8
0.0036,1252137,cyan,koladiviya,amur,googly,kalahari,peppermint,pouty,brownies,,0,Swift Cooldown ,5
0.0036,1346015,cyan,selkirk,arcreactor,chronic,sully,royalpurple,gerbil,bananacream,,0,Slow Cooldown ,18
0.0036,1112246,sapphire,birman,spangled,thicccbrowz,morningglory,skyblue,rollercoaster,nachocheez,,0,Brisk Cooldown ,2
0.0036,1338000,sapphire,selkirk,arcreactor,wonky,purplehaze,skyblue,gerbil,cottoncandy,,0,Brisk Cooldown ,10
0.0036,1279962,downbythebay,pixiebob,amur,crazy,daffodil,lemonade,gerbil,salmon,,0,Snappy Cooldown ,6
0.0036,1372562,dahlia,koladiviya,rascal,asif,kalahari,royalpurple,pouty,bananacream,,0,Brisk Cooldown ,1
0.0037,971427,mintgreen,savannah,tiger,stunned,missmuffett,scarlet,grim,aquamarine,,0,Swift Cooldown ,5
0.0037,1376304,chestnut,pixiebob,rorschach,swarley,purplehaze,lemonade,impish,tundra,,1,Swift Cooldown ,4
0.0037,1363084,dahlia,siberian,tiger,sass,azaleablush,safetyvest,whixtensions,nachocheez,,1,Swift Cooldown ,4
0.0037,926462,sapphire,koladiviya,rorschach,chronic,cashewmilk,poisonberry,pouty,bananacream,,0,Swift Cooldown ,2
0.0037,1340170,sizzurp,selkirk,leopard,crazy,sully,springcrocus,soserious,koala,,0,Slow Cooldown ,16
0.0037,898343,forgetmenot,sphynx,spangled,crazy,icy,egyptiankohl,grim,redvelvet,dragontail,0,Plodding Cooldown ,15
0.0037,888161,forgetmenot,savannah,amur,raisedbrow,granitegrey,lilac,wuvme,redvelvet,,0,Snappy Cooldown ,9
0.0037,1402780,strawberry,siberian,rascal,crazy,kalahari,royalpurple,grimace,brownies,,0,Swift Cooldown ,2
0.0037,1378514,olive,siberian,rascal,asif,belleblue,egyptiankohl,pouty,bananacream,,0,Brisk Cooldown ,1
0.0038,323200,gold,cymric,tigerpunk,raisedbrow,emeraldgreen,cerulian,pouty,salmon,,1,Brisk Cooldown ,13
0.0038,684410,mintgreen,ragdoll,totesbasic,crazy,azaleablush,swampgreen,wuvme,shadowgrey,,3,Swift Cooldown ,3
0.0038,269819,sizzurp,munchkin,totesbasic,simple,peach,wolfgrey,soserious,mauveover,,1,Brisk Cooldown ,12
0.0038,1113920,thundergrey,chantilly,rorschach,slyboots,cashewmilk,rosequartz,soserious,brownies,,0,Swift Cooldown ,2
0.0038,1121424,babypuke,himalayan,tiger,wonky,purplehaze,lilac,soserious,cinderella,,0,Brisk Cooldown ,6
0.0038,1282787,sapphire,savannah,tigerpunk,crazy,daffodil,lemonade,soserious,aquamarine,,0,Snappy Cooldown ,6
0.0038,958515,mintgreen,sphynx,amur,crazy,purplehaze,skyblue,whixtensions,cottoncandy,,1,Swift Cooldown ,3
0.0039,1166713,gemini,birman,spangled,simple,sandalwood,scarlet,soserious,orangesoda,,0,Plodding Cooldown ,6
0.0039,1129827,thundergrey,koladiviya,spock,chronic,kalahari,poisonberry,confuzzled,cinderella,,0,Brisk Cooldown ,6
0.0039,1098556,mintgreen,koladiviya,totesbasic,otaku,belleblue,scarlet,soserious,cottoncandy,,0,Snappy Cooldown ,9
0.0039,1370236,coralsunrise,cymric,spangled,wonky,azaleablush,scarlet,pouty,greymatter,,0,Plodding Cooldown ,6
0.0039,1026397,pumpkin,birman,spangled,simple,purplehaze,skyblue,soserious,mauveover,,0,Snappy Cooldown ,8
0.0039,1034106,dahlia,cymric,spangled,wiley,daffodil,scarlet,beard,aquamarine,littlefoot,0,Brisk Cooldown ,7
0.0039,1131329,thundergrey,koladiviya,rorschach,asif,azaleablush,barkbrown,dali,brownies,,0,Snappy Cooldown ,7
0.0039,877483,cyan,ragdoll,rascal,wonky,kittencream,safetyvest,dali,cinderella,,0,Brisk Cooldown ,10
0.0039,1209901,dahlia,siberian,rorschach,chronic,purplehaze,padparadscha,fangtastic,brownies,,2,Plodding Cooldown ,5
0.0039,1332933,coralsunrise,selkirk,amur,alien,sully,royalpurple,happygokitty,koala,,0,Plodding Cooldown ,12
0.0039,877069,cyan,birman,dippedcone,sass,sandalwood,springcrocus,wuvme,cinderella,,0,Brisk Cooldown ,7
0.0039,1086177,olive,selkirk,tiger,wonky,sandalwood,butterscotch,impish,greymatter,,0,Snappy Cooldown ,8
0.0039,945073,parakeet,chartreux,rascal,wiley,frosting,lemonade,pouty,shadowgrey,,0,Swift Cooldown ,2
0.0039,1370227,thundergrey,munchkin,spangled,simple,frosting,scarlet,gerbil,nachocheez,,0,Plodding Cooldown ,6
0.0039,961994,cyan,ragdoll,tiger,wonky,frosting,skyblue,happygokitty,aquamarine,,0,Fast Cooldown ,1
0.0039,1370280,topaz,cymric,spangled,wonky,azaleablush,scarlet,grim,greymatter,,0,Plodding Cooldown ,8
0.0039,936956,thundergrey,highlander,tiger,slyboots,frosting,royalpurple,pouty,cinderella,,0,Swift Cooldown ,3
0.0039,1237399,coralsunrise,toyger,amur,crazy,kalahari,peppermint,soserious,greymatter,,0,Plodding Cooldown ,7
0.0039,1377505,thundergrey,savannah,spangled,wonky,kittencream,scarlet,grim,cinderella,,0,Snappy Cooldown ,6
0.0039,1377498,mintgreen,savannah,spangled,wonky,icy,scarlet,rollercoaster,cinderella,,0,Snappy Cooldown ,9
0.0039,1065087,thundergrey,bobtail,amur,chameleon,cashewmilk,royalpurple,pouty,bananacream,,0,Snappy Cooldown ,8
0.0039,1394717,parakeet,chantilly,spangled,raisedbrow,icy,scarlet,gerbil,nachocheez,dragontail,0,Snappy Cooldown ,7
0.0039,1394500,strawberry,ragdoll,spangled,wonky,granitegrey,scarlet,fangtastic,tundra,,0,Brisk Cooldown ,11
0.0039,1221533,olive,lynx,spangled,asif,icy,apricot,happygokitty,mauveover,,0,Snappy Cooldown ,6
0.0039,1324281,sapphire,pixiebob,totesbasic,serpent,frosting,chocolate,pouty,hotcocoa,,0,Sluggish Cooldown ,22
0.004,1116244,thundergrey,bobtail,spangled,wonky,flamingo,coffee,grim,oldlace,,0,Plodding Cooldown ,16
0.004,1340242,chestnut,selkirk,amur,asif,belleblue,coffee,pouty,koala,,1,Snappy Cooldown ,6
0.004,852409,coralsunrise,selkirk,thunderstruck,chronic,frosting,egyptiankohl,belch,cottoncandy,,0,Snappy Cooldown ,9
0.004,1017998,eclipse,selkirk,totesbasic,asif,belleblue,coffee,wuvme,greymatter,,0,Snappy Cooldown ,7
0.004,1028520,eclipse,savannah,leopard,wonky,kalahari,egyptiankohl,samwise,shadowgrey,,0,Swift Cooldown ,4
0.004,1354035,forgetmenot,manul,spock,thicccbrowz,sandalwood,lilac,happygokitty,oldlace,,0,Brisk Cooldown ,13
0.004,1237705,olive,bobtail,tiger,thicccbrowz,kalahari,lemonade,moue,meowgarine,,0,Swift Cooldown ,5
0.004,1030746,chestnut,birman,rascal,stunned,atlantis,royalpurple,wuvme,bananacream,littlefoot,0,Brisk Cooldown ,10
0.004,1354766,mintgreen,himalayan,spangled,googly,morningglory,apricot,pouty,cottoncandy,,0,Snappy Cooldown ,9
0.004,884863,doridnudibranch,pixiebob,calicool,thicccbrowz,shale,barkbrown,happygokitty,lavender,,1,Plodding Cooldown ,15
0.004,719795,strawberry,bobtail,luckystripe,wonky,azaleablush,skyblue,grim,cottoncandy,,1,Brisk Cooldown ,4
0.004,1367023,dahlia,selkirk,totesbasic,wonky,icy,apricot,happygokitty,salmon,,0,Snappy Cooldown ,8
0.004,1242597,topaz,lynx,rascal,swarley,icy,scarlet,moue,martian,dragonwings,0,Snappy Cooldown ,9
0.004,933396,mintgreen,pixiebob,dippedcone,googly,belleblue,royalpurple,whixtensions,mauveover,,0,Brisk Cooldown ,13
0.004,1307092,coralsunrise,himalayan,rorschach,chronic,frosting,coffee,grim,hotcocoa,,0,Brisk Cooldown ,10
0.004,1354132,sapphire,sphynx,totesbasic,crazy,frosting,coffee,confuzzled,orangesoda,,1,Swift Cooldown ,2
0.004,1393037,mintgreen,bobtail,henna,thicccbrowz,belleblue,springcrocus,saycheese,shadowgrey,,0,Snappy Cooldown ,7
0.004,1086193,cyan,bobtail,totesbasic,wingtips,azaleablush,egyptiankohl,fangtastic,mauveover,,0,Brisk Cooldown ,11
0.004,807269,sapphire,birman,spangled,wiley,flamingo,royalpurple,soserious,nachocheez,,0,Brisk Cooldown ,13
0.004,473555,strawberry,munchkin,totesbasic,thicccbrowz,kittencream,barkbrown,happygokitty,aquamarine,,0,Plodding Cooldown ,5
0.004,1374224,forgetmenot,birman,razzledazzle,asif,frosting,swampgreen,soserious,dragonfruit,,0,Snappy Cooldown ,8
0.004,1332578,mintgreen,selkirk,luckystripe,wiley,azaleablush,scarlet,pouty,koala,,1,Brisk Cooldown ,13
0.004,1357208,olive,munchkin,tiger,crazy,sandalwood,swampgreen,soserious,mauveover,,0,Swift Cooldown ,4
0.004,1353181,topaz,selkirk,spock,wiley,sully,scarlet,whixtensions,koala,,2,Brisk Cooldown ,8
0.004,1333701,sizzurp,selkirk,tiger,caffeine,sully,barkbrown,saycheese,bananacream,,0,Snappy Cooldown ,7
0.004,1254662,olive,munchkin,rorschach,thicccbrowz,azaleablush,coffee,soserious,cinderella,,0,Snappy Cooldown ,7
0.004,1345788,bubblegum,koladiviya,rorschach,baddate,purplehaze,egyptiankohl,soserious,cottoncandy,,0,Snappy Cooldown ,6
0.004,1099713,parakeet,koladiviya,luckystripe,wiley,granitegrey,royalpurple,pouty,shadowgrey,,0,Brisk Cooldown ,11
0.004,1085464,gold,savannah,totesbasic,wingtips,icy,lemonade,saycheese,mauveover,,0,Brisk Cooldown ,10
0.004,1291836,thundergrey,selkirk,amur,chronic,azaleablush,springcrocus,grim,nachocheez,,0,Swift Cooldown ,4
0.004,870606,sapphire,bobtail,thunderstruck,wonky,emeraldgreen,cerulian,whixtensions,mauveover,,0,Brisk Cooldown ,10
0.004,1399795,dahlia,munchkin,amur,wiley,frosting,lilac,rollercoaster,bananacream,,0,Swift Cooldown ,2
0.004,1323840,dahlia,sphynx,ganado,chronic,frosting,padparadscha,beard,hotcocoa,,1,Sluggish Cooldown ,23
0.004,1056453,sapphire,persian,luckystripe,wonky,peach,swampgreen,confuzzled,shadowgrey,,1,Snappy Cooldown ,9
0.004,1242509,sizzurp,selkirk,mittens,swarley,belleblue,coffee,confuzzled,martian,,1,Snappy Cooldown ,5
0.004,1238612,coralsunrise,siberian,rascal,sass,sandalwood,peppermint,tongue,greymatter,,0,Snappy Cooldown ,8
0.004,353807,topaz,sphynx,totesbasic,raisedbrow,granitegrey,swampgreen,pouty,mauveover,,0,Snappy Cooldown ,8
0.004,1252251,olive,bobtail,tiger,asif,sandalwood,peppermint,saycheese,greymatter,,0,Snappy Cooldown ,6
0.004,1377189,thundergrey,koladiviya,rascal,firedup,morningglory,violet,happygokitty,mauveover,dragontail,0,Snappy Cooldown ,6
0.004,698087,forgetmenot,munchkin,amur,fabulous,missmuffett,springcrocus,whixtensions,cottoncandy,,1,Plodding Cooldown ,5
0.004,1339731,thundergrey,selkirk,amur,alien,sully,lemonade,wuvme,koala,,0,Plodding Cooldown ,15
0.004,1354038,coralsunrise,himalayan,rascal,thicccbrowz,cashewmilk,swampgreen,wuvme,greymatter,,0,Plodding Cooldown ,14
0.004,930395,eclipse,koladiviya,tiger,wiley,cashewmilk,scarlet,soserious,cottoncandy,,0,Swift Cooldown ,2
0.004,1339985,mintgreen,siberian,arcreactor,simple,belleblue,royalpurple,grimace,nachocheez,,0,Swift Cooldown ,5
0.004,1346104,doridnudibranch,selkirk,arcreactor,simple,sully,barkbrown,wuvme,bananacream,,0,Brisk Cooldown ,11
0.004,1252752,mintgreen,ragdoll,highsociety,baddate,shale,peppermint,happygokitty,bananacream,,0,Plodding Cooldown ,15
0.004,1343840,cyan,chartreux,ganado,chameleon,sully,safetyvest,happygokitty,koala,,0,Plodding Cooldown ,15
0.004,1074819,eclipse,savannah,luckystripe,crazy,icy,butterscotch,fangtastic,mauveover,,1,Snappy Cooldown ,7
0.004,1332988,forgetmenot,bobtail,amur,asif,kalahari,lilac,wuvme,cinderella,,0,Swift Cooldown ,4
0.004,933938,chestnut,bobtail,camo,bornwithit,azaleablush,barkbrown,pouty,greymatter,,0,Brisk Cooldown ,11
0.004,1057281,chestnut,norwegianforest,totesbasic,wiley,cashewmilk,royalpurple,whixtensions,nachocheez,,1,Plodding Cooldown ,17
0.004,1279273,dahlia,selkirk,spangled,wonky,icy,lemonade,happygokitty,greymatter,,1,Swift Cooldown ,3
0.004,689802,coralsunrise,bobtail,tiger,raisedbrow,azaleablush,apricot,happygokitty,nachocheez,,1,Slow Cooldown ,15
0.004,1326275,coralsunrise,bobtail,totesbasic,wonky,frosting,swampgreen,grim,cottoncandy,,0,Swift Cooldown ,5
0.004,1370045,parakeet,ragdoll,ganado,crazy,kalahari,coffee,pouty,cottoncandy,,0,Swift Cooldown ,4
0.004,1202199,thundergrey,birman,leopard,wiley,cashewmilk,barkbrown,wuvme,brownies,,0,Snappy Cooldown ,9
0.004,1120763,sizzurp,ragdoll,calicool,chronic,kittencream,barkbrown,grim,bananacream,,0,Snappy Cooldown ,6
0.004,1327390,mintgreen,selkirk,camo,crazy,icy,apricot,wuvme,salmon,,0,Swift Cooldown ,4
0.004,1354996,strawberry,himalayan,luckystripe,googly,granitegrey,wolfgrey,saycheese,greymatter,,0,Snappy Cooldown ,6
0.004,1056548,dahlia,persian,totesbasic,wiley,sandalwood,royalpurple,soserious,mauveover,,1,Plodding Cooldown ,15
0.004,1353649,palejade,koladiviya,totesbasic,wiley,periwinkle,swampgreen,pouty,tundra,,2,Swift Cooldown ,2
0.004,845184,forgetmenot,birman,ganado,wonky,frosting,egyptiankohl,grim,bananacream,,0,Snappy Cooldown ,6
0.004,1025742,eclipse,pixiebob,rascal,slyboots,purplehaze,egyptiankohl,pouty,bananacream,,0,Snappy Cooldown ,8
0.004,1188975,eclipse,persian,tiger,wonky,cashewmilk,violet,soserious,cinderella,,0,Snappy Cooldown ,8
0.004,1366650,cyan,persian,ganado,buzzed,frosting,swampgreen,gerbil,greymatter,,1,Swift Cooldown ,4
0.004,1353014,thundergrey,selkirk,tiger,asif,kalahari,egyptiankohl,samwise,cinderella,,1,Swift Cooldown ,2
0.004,1332950,palejade,selkirk,arcreactor,bornwithit,periwinkle,lemonade,rollercoaster,koala,,0,Plodding Cooldown ,14
0.004,1368264,olive,savannah,rorschach,asif,kalahari,lemonade,confuzzled,cinderella,,1,Swift Cooldown ,1
0.004,1337270,mintgreen,chantilly,arcreactor,asif,frosting,scarlet,rollercoaster,koala,,0,Plodding Cooldown ,16
0.004,1329172,sapphire,koladiviya,spangled,wonky,hanauma,egyptiankohl,saycheese,bananacream,,0,Snappy Cooldown ,8
0.004,536455,topaz,munchkin,spock,thicccbrowz,granitegrey,swampgreen,neckbeard,aquamarine,,2,Brisk Cooldown ,6
0.004,566958,limegreen,ragamuffin,luckystripe,otaku,morningglory,lemonade,happygokitty,greymatter,,2,Slow Cooldown ,8
0.004,1408073,thundergrey,koladiviya,rorschach,asif,cashewmilk,barkbrown,whixtensions,cottoncandy,,0,Snappy Cooldown ,6
0.004,1377542,gold,selkirk,henna,googly,belleblue,coffee,whixtensions,salmon,,0,Snappy Cooldown ,7
0.004,1322524,doridnudibranch,ragdoll,amur,crazy,kittencream,padparadscha,grim,greymatter,dragontail,0,Swift Cooldown ,4
0.004,740600,sapphire,ragdoll,spock,wonky,belleblue,barkbrown,dali,hintomint,elk,3,Slow Cooldown ,14
0.004,1086959,cyan,cymric,tiger,stunned,patrickstarfish,skyblue,neckbeard,cottoncandy,,0,Brisk Cooldown ,10
0.004,1356359,mintgreen,selkirk,arcreactor,simple,sully,lemonade,pouty,koala,,0,Plodding Cooldown ,11
0.004,1179123,eclipse,cymric,amur,simple,sandalwood,egyptiankohl,pouty,cottoncandy,,1,Snappy Cooldown ,9
0.004,1387825,eclipse,siberian,spock,asif,emeraldgreen,coffee,confuzzled,cottoncandy,,0,Brisk Cooldown ,11
0.004,1086204,eclipse,selkirk,rascal,wonky,azaleablush,swampgreen,fangtastic,bananacream,,0,Brisk Cooldown ,10
0.004,1089808,sapphire,norwegianforest,rascal,wingtips,emeraldgreen,lilac,fangtastic,greymatter,,0,Brisk Cooldown ,13
0.004,1356406,gold,munchkin,amur,crazy,kittencream,royalpurple,pouty,salmon,,0,Swift Cooldown ,4
0.004,1347150,dahlia,chantilly,tiger,slyboots,cashewmilk,swampgreen,grim,cinderella,,0,Swift Cooldown ,4
0.004,1255168,olive,savannah,arcreactor,swarley,frosting,peppermint,confuzzled,martian,dragonwings,0,Brisk Cooldown ,13
0.004,1067568,olive,ragdoll,calicool,thicccbrowz,cashewmilk,coffee,grim,brownies,,1,Swift Cooldown ,3
0.004,1057593,eclipse,savannah,rascal,chronic,sandalwood,royalpurple,happygokitty,cottoncandy,,2,Sluggish Cooldown ,20
0.004,852379,doridnudibranch,birman,totesbasic,stunned,frosting,lemonade,whixtensions,harbourfog,,0,Snappy Cooldown ,6
0.0041,1000103,thundergrey,sphynx,spangled,wiley,purplehaze,barkbrown,wuvme,oldlace,,0,Swift Cooldown ,3
0.0041,1355140,forgetmenot,selkirk,spock,wiley,azaleablush,coffee,whixtensions,glacier,,1,Swift Cooldown ,2
0.0041,1368671,dahlia,manul,amur,wowza,belleblue,coffee,pouty,meowgarine,,0,Snappy Cooldown ,6
0.0041,951942,topaz,selkirk,spangled,simple,granitegrey,egyptiankohl,grimace,hintomint,,0,Swift Cooldown ,2
0.0041,750344,sizzurp,selkirk,tiger,thicccbrowz,morningglory,swampgreen,wuvme,cottoncandy,,2,Swift Cooldown ,3
0.0041,750270,coralsunrise,pixiebob,spangled,wiley,azaleablush,royalpurple,happygokitty,cottoncandy,,2,Swift Cooldown ,3
0.0041,926478,thundergrey,koladiviya,tiger,wiley,frosting,turtleback,grim,cottoncandy,,0,Swift Cooldown ,2
0.0041,750239,strawberry,sphynx,spock,crazy,frosting,royalpurple,wuvme,cinderella,,2,Swift Cooldown ,3
0.0041,685441,sapphire,laperm,amur,fabulous,emeraldgreen,wolfgrey,happygokitty,cloudwhite,,3,Snappy Cooldown ,9
0.0041,930020,coralsunrise,selkirk,rascal,wiley,frosting,barkbrown,soserious,oldlace,,0,Swift Cooldown ,2
0.0041,662120,sizzurp,ragdoll,totesbasic,crazy,granitegrey,swampgreen,saycheese,salmon,,4,Swift Cooldown ,3
0.0041,1103547,topaz,sphynx,totesbasic,simple,icy,coffee,grimace,nachocheez,,0,Swift Cooldown ,3
0.0042,1297279,parakeet,pixiebob,totesbasic,thicccbrowz,frosting,lilac,yokel,glacier,,0,Snappy Cooldown ,6
0.0042,1126168,cyan,cymric,totesbasic,crazy,periwinkle,coffee,tongue,aquamarine,,0,Swift Cooldown ,5
0.0042,947508,forgetmenot,bobtail,ganado,wonky,icy,egyptiankohl,saycheese,cinderella,dragontail,0,Swift Cooldown ,5
0.0042,1365833,doridnudibranch,pixiebob,razzledazzle,buzzed,sandalwood,swampgreen,wuvme,oldlace,,0,Snappy Cooldown ,7
0.0042,1115327,sizzurp,cymric,totesbasic,simple,peach,chocolate,tongue,shadowgrey,,0,Swift Cooldown ,5
0.0042,1223708,thundergrey,munchkin,spock,wiley,belleblue,padparadscha,confuzzled,verdigris,dragontail,1,Sluggish Cooldown ,5
0.0042,629099,mintgreen,birman,leopard,simple,emeraldgreen,lemonade,grim,greymatter,,3,Brisk Cooldown ,3
0.0042,1406139,thundergrey,ragdoll,luckystripe,chronic,granitegrey,turtleback,soserious,greymatter,elk,1,Snappy Cooldown ,6
0.0042,961943,olive,ragdoll,rorschach,wiley,cashewmilk,coffee,confuzzled,cinderella,,0,Fast Cooldown ,1
0.0042,750233,coralsunrise,koladiviya,tiger,thicccbrowz,frosting,lemonade,pouty,cinderella,,2,Snappy Cooldown ,2
0.0042,1308506,mintgreen,sphynx,mittens,chronic,frosting,lemonade,wuvme,cinderella,,0,Brisk Cooldown ,2
0.0042,1395704,pumpkin,mekong,rorschach,chronic,cashewmilk,coffee,soserious,greymatter,,0,Swift Cooldown ,3
0.0042,628135,chestnut,bobtail,spangled,stunned,emeraldgreen,lemonade,grim,shadowgrey,,5,Snappy Cooldown ,3
0.0042,1115621,mintgreen,himalayan,luckystripe,simple,peach,lemonade,tongue,cottoncandy,,0,Swift Cooldown ,5
0.0042,493413,mintgreen,sphynx,totesbasic,raisedbrow,icy,wolfgrey,happygokitty,oldlace,,0,Swift Cooldown ,5
0.0042,588602,chestnut,himalayan,tigerpunk,wonky,periwinkle,barkbrown,yokel,bananacream,,0,Brisk Cooldown ,11
0.0043,1158300,mintgreen,koladiviya,amur,chronic,belleblue,coffee,happygokitty,greymatter,daemonhorns,1,Snappy Cooldown ,6
0.0043,1184929,doridnudibranch,siberian,spock,caffeine,emeraldgreen,coffee,samwise,martian,,0,Brisk Cooldown ,11
0.0043,936642,coralsunrise,chartreux,rascal,wiley,frosting,egyptiankohl,beard,aquamarine,,0,Swift Cooldown ,2
